State,Year,Month,Date,Revenue
Mississippi,2022,YTD Total,,2630643535.0
Mississippi,2023,January,2023-01-01,211528666.0
Mississippi,2023,February,2023-02-01,214710553.0
Mississippi,2023,March,2023-03-01,235927981.0
Mississippi,2023,April,2023-04-01,215537926.0
Mississippi,2023,May,2023-05-01,213414168.0
Mississippi,2023,June,2023-06-01,200030083.0
Mississippi,2023,July,2023-07-01,221056745.0
Mississippi,2023,August,2023-08-01,201623607.0
Mississippi,2023,September,2023-09-01,218134055.0
Mississippi,2023,October,2023-10-01,198410173.0
Mississippi,2023,November,2023-11-01,194666568.0
Mississippi,2023,December,2023-12-01,224721378.0
Mississippi,2023,YTD Total,,2549761901.0
Mississippi,2024,January,2024-01-01,186947354.0
Mississippi,2024,February,2024-02-01,208973794.0
Mississippi,2024,March,2024-03-01,238505176.0
Mississippi,2024,April,2024-04-01,195143011.0
Mississippi,2024,May,2024-05-01,211688260.0
Mississippi,2024,June,2024-06-01,204000629.0
Mississippi,2024,July,2024-07-01,207386881.0
Mississippi,2024,August,2024-08-01,212802198.0
Mississippi,2024,September,2024-09-01,197716330.0
Mississippi,2024,YTD Total,,1863163633.0
Missouri,2012,January,2012-01-01,142422175.0
Missouri,2012,February,2012-02-01,154684945.0
Missouri,2012,March,2012-03-01,162434945.0
Missouri,2012,April,2012-04-01,147089406.0
Missouri,2012,May,2012-05-01,146711932.0
Missouri,2012,June,2012-06-01,149510729.0
Missouri,2012,July,2012-07-01,150908142.0
Missouri,2012,August,2012-08-01,145643956.0
Missouri,2012,September,2012-09-01,141625231.0
Missouri,2012,October,2012-10-01,136746786.0
Missouri,2012,November,2012-11-01,142332167.0
Missouri,2012,December,2012-12-01,148793373.0
Missouri,2012,YTD Total,,1768903787.0
Missouri,2013,January,2013-01-01,135879429.0
Missouri,2013,February,2013-02-01,145202895.0
Missouri,2013,March,2013-03-01,165600789.0
Missouri,2013,April,2013-04-01,145224860.0
Missouri,2013,May,2013-05-01,148461517.0
Missouri,2013,June,2013-06-01,138313358.0
Missouri,2013,July,2013-07-01,141332837.0
Missouri,2013,August,2013-08-01,147006360.0
Missouri,2013,September,2013-09-01,134705714.0
Missouri,2013,October,2013-10-01,134401752.0
Missouri,2013,November,2013-11-01,138675340.0
Missouri,2013,December,2013-12-01,131950385.0
Missouri,2013,YTD Total,,1706755236.0
Missouri,2014,January,2014-01-01,138147825.0
Missouri,2014,February,2014-02-01,136579478.0
Missouri,2014,March,2014-03-01,153602218.0
Missouri,2014,April,2014-04-01,142018715.0
Missouri,2014,May,2014-05-01,152402758.0
Missouri,2014,June,2014-06-01,133589423.0
Missouri,2014,July,2014-07-01,146176559.0
Missouri,2014,August,2014-08-01,143290530.0
Missouri,2014,September,2014-09-01,134744210.0
Missouri,2014,October,2014-10-01,144601599.0
Missouri,2014,November,2014-11-01,134316201.0
Missouri,2014,December,2014-12-01,142426628.0
Missouri,2014,YTD Total,,1701896144.0
Missouri,2015,January,2015-01-01,138147825.0
Missouri,2015,February,2015-02-01,136579478.0
Missouri,2015,March,2015-03-01,153602218.0
Missouri,2015,April,2015-04-01,142018715.0
Missouri,2015,May,2015-05-01,152402758.0
Missouri,2015,June,2015-06-01,133589423.0
Missouri,2015,July,2015-07-01,146176559.0
Missouri,2015,August,2015-08-01,143290530.0
Missouri,2015,September,2015-09-01,134744210.0
Missouri,2015,October,2015-10-01,144601599.0
Missouri,2015,November,2015-11-01,134316201.0
Missouri,2015,December,2015-12-01,142426628.0
Missouri,2015,YTD Total,,1701896144.0
Missouri,2016,January,2016-01-01,138765244.0
Missouri,2016,February,2016-02-01,147070667.0
Missouri,2016,March,2016-03-01,154980361.0
Missouri,2016,April,2016-04-01,148665746.0
Missouri,2016,May,2016-05-01,144289147.0
Missouri,2016,June,2016-06-01,133870237.0
Missouri,2016,July,2016-07-01,150851359.0
Missouri,2016,August,2016-08-01,139357480.0
Missouri,2016,September,2016-09-01,140254458.0
Missouri,2016,October,2016-10-01,141222935.0
Missouri,2016,November,2016-11-01,133569462.0
Missouri,2016,December,2016-12-01,142078693.0
Missouri,2016,YTD Total,,1714975789.0
Missouri,2017,January,2017-01-01,131940608.0
Missouri,2017,February,2017-02-01,143294526.0
Missouri,2017,March,2017-03-01,164113666.0
Missouri,2017,April,2017-04-01,148681444.0
Missouri,2017,May,2017-05-01,145272689.0
Missouri,2017,June,2017-06-01,139314117.0
Missouri,2017,July,2017-07-01,153659047.0
Missouri,2017,August,2017-08-01,142825933.0
Missouri,2017,September,2017-09-01,145683740.0
Missouri,2017,October,2017-10-01,137036176.0
Missouri,2017,November,2017-11-01,137923476.0
Missouri,2017,December,2017-12-01,148268904.0
Missouri,2017,YTD Total,,1738014326.0
Missouri,2018,January,2018-01-01,130886901.0
Missouri,2018,February,2018-02-01,139658839.0
Missouri,2018,March,2018-03-01,168387512.0
Missouri,2018,April,2018-04-01,148442934.0
Missouri,2018,May,2018-05-01,145177595.0
Missouri,2018,June,2018-06-01,147859271.0
Missouri,2018,July,2018-07-01,150536587.0
Missouri,2018,August,2018-08-01,151172271.0
Missouri,2018,September,2018-09-01,144078817.0
Missouri,2018,October,2018-10-01,138003222.0
Missouri,2018,November,2018-11-01,138147068.0
Missouri,2018,December,2018-12-01,152123438.0
Missouri,2018,YTD Total,,1754474454.0
Missouri,2019,January,2019-01-01,126071215.0
Missouri,2019,February,2019-02-01,134278870.0
Missouri,2019,March,2019-03-01,166420387.0
Missouri,2019,April,2019-04-01,139337921.0
Missouri,2019,May,2019-05-01,152500563.0
Missouri,2019,June,2019-06-01,143240728.0
Missouri,2019,July,2019-07-01,144467980.0
Missouri,2019,August,2019-08-01,151171832.0
Missouri,2019,September,2019-09-01,139840481.0
Missouri,2019,October,2019-10-01,141521292.0
Missouri,2019,November,2019-11-01,144428080.0
Missouri,2019,December,2019-12-01,146291668.0
Missouri,2019,YTD Total,,1729571017.0
Missouri,2020,January,2020-01-01,138895891.0
Missouri,2020,February,2020-02-01,149925470.0
Missouri,2020,March,2020-03-01,76708852.0
Missouri,2020,April,2020-04-01,
Missouri,2020,May,2020-05-01,
Missouri,2020,June,2020-06-01,119167547.0
Missouri,2020,July,2020-07-01,132142998.0
Missouri,2020,August,2020-08-01,131660716.0
Missouri,2020,September,2020-09-01,129369310.0
Missouri,2020,October,2020-10-01,133830176.0
Missouri,2020,November,2020-11-01,117907070.0
Missouri,2020,December,2020-12-01,134117824.0
Missouri,2020,YTD Total,,1263725854.0
Missouri,2021,January,2021-01-01,147303172.0
Missouri,2021,February,2021-02-01,122646371.0
Missouri,2021,March,2021-03-01,176679325.0
Missouri,2021,April,2021-04-01,171577791.0
Missouri,2021,May,2021-05-01,173289752.0
Missouri,2021,June,2021-06-01,155806041.0
Missouri,2021,July,2021-07-01,167367505.0
Missouri,2021,August,2021-08-01,152626449.0
Missouri,2021,September,2021-09-01,152113251.0
Missouri,2021,October,2021-10-01,162039309.0
Missouri,2021,November,2021-11-01,151811275.0
Missouri,2021,December,2021-12-01,163329307.0
Missouri,2021,YTD Total,,1896589548.0
Missouri,2022,January,2022-01-01,145488962.0
Missouri,2022,February,2022-02-01,145758118.0
Missouri,2022,March,2022-03-01,176744848.0
Missouri,2022,April,2022-04-01,172259133.0
Missouri,2022,May,2022-05-01,163539011.0
Missouri,2022,June,2022-06-01,151576784.0
Missouri,2022,July,2022-07-01,169383011.0
Missouri,2022,August,2022-08-01,160989753.0
Missouri,2022,September,2022-09-01,157818996.0
Missouri,2022,October,2022-10-01,154384093.0
Missouri,2022,November,2022-11-01,149858962.0
Missouri,2022,December,2022-12-01,157680102.0
Missouri,2022,YTD Total,,1905481773.0
Missouri,2023,January,2023-01-01,153710474.0
Missouri,2023,February,2023-02-01,156916652.0
Missouri,2023,March,2023-03-01,176832746.0
Missouri,2023,April,2023-04-01,167106971.0
Missouri,2023,May,2023-05-01,160954587.0
Missouri,2023,June,2023-06-01,155007981.0
Missouri,2023,July,2023-07-01,168470950.0
Missouri,2023,August,2023-08-01,156384480.0
Missouri,2023,September,2023-09-01,158565723.0
Missouri,2023,October,2023-10-01,150480189.0
Missouri,2023,November,2023-11-01,147612440.0
Missouri,2023,December,2023-12-01,169052926.0
Missouri,2023,YTD Total,,1921096119.0
Missouri,2024,January,2024-01-01,135435436.0
Missouri,2024,February,2024-02-01,156997100.0
Missouri,2024,March,2024-03-01,175405892.0
Missouri,2024,April,2024-04-01,155930647.0
Missouri,2024,May,2024-05-01,162987285.0
Missouri,2024,June,2024-06-01,154738164.0
Missouri,2024,July,2024-07-01,155192338.0
Missouri,2024,August,2024-08-01,163358811.0
Missouri,2024,September,2024-09-01,150037792.0
Missouri,2024,YTD Total,,1410083465.0
Nebraska,2022,January,2022-01-01,
Nebraska,2022,February,2022-02-01,
Nebraska,2022,March,2022-03-01,
Nebraska,2022,April,2022-04-01,
Nebraska,2022,May,2022-05-01,
Nebraska,2022,June,2022-06-01,
Nebraska,2022,July,2022-07-01,
Nebraska,2022,August,2022-08-01,
Nebraska,2022,September,2022-09-01,1433508.0
Nebraska,2022,October,2022-10-01,4270387.0
Nebraska,2022,November,2022-11-01,4048139.0
Nebraska,2022,December,2022-12-01,4280753.0
Nebraska,2022,YTD Total,,14032787.0
Nebraska,2023,January,2023-01-01,6276133.0
Nebraska,2023,February,2023-02-01,6708434.0
Nebraska,2023,March,2023-03-01,7741965.0
Nebraska,2023,April,2023-04-01,6965930.0
Nebraska,2023,May,2023-05-01,6452100.0
Nebraska,2023,June,2023-06-01,6787198.0
Nebraska,2023,July,2023-07-01,7724826.0
Nebraska,2023,August,2023-08-01,7758528.0
Nebraska,2023,September,2023-09-01,7914530.0
Nebraska,2023,October,2023-10-01,7737830.0
Nebraska,2023,November,2023-11-01,8123091.0
Nebraska,2023,December,2023-12-01,8878733.0
Nebraska,2023,YTD Total,,89069298.0
Nebraska,2024,January,2024-01-01,7274688.0
Nebraska,2024,February,2024-02-01,8628356.0
Nebraska,2024,March,2024-03-01,10008645.0
Nebraska,2024,April,2024-04-01,8289977.0
Nebraska,2024,May,2024-05-01,9707694.0
Nebraska,2024,June,2024-06-01,9427779.0
Nebraska,2024,July,2024-07-01,9159515.0
Nebraska,2024,August,2024-08-01,15962381.0
Nebraska,2024,September,2024-09-01,15828266.0
Nebraska,2024,YTD Total,,94287301.0
Nevada,2012,January,2012-01-01,1038407000.0
Nevada,2012,February,2012-02-01,932173000.0
Nevada,2012,March,2012-03-01,854590000.0
Nevada,2012,April,2012-04-01,855708000.0
Nevada,2012,May,2012-05-01,885086000.0
Nevada,2012,June,2012-06-01,832519000.0
Nevada,2012,July,2012-07-01,1005876000.0
Nevada,2012,August,2012-08-01,859240000.0
Nevada,2012,September,2012-09-01,892749000.0
Nevada,2012,October,2012-10-01,978808000.0
Nevada,2012,November,2012-11-01,782627000.0
Nevada,2012,December,2012-12-01,943304000.0
Nevada,2012,YTD Total,,10861087000.0
Nevada,2013,January,2013-01-01,909182000.0
Nevada,2013,February,2013-02-01,1073256000.0
Nevada,2013,March,2013-03-01,914785000.0
Nevada,2013,April,2013-04-01,854293000.0
Nevada,2013,May,2013-05-01,897232000.0
Nevada,2013,June,2013-06-01,792497000.0
Nevada,2013,July,2013-07-01,925730000.0
Nevada,2013,August,2013-08-01,955281000.0
Nevada,2013,September,2013-09-01,958806000.0
Nevada,2013,October,2013-10-01,954332000.0
Nevada,2013,November,2013-11-01,875969000.0
Nevada,2013,December,2013-12-01,1034024000.0
Nevada,2013,YTD Total,,11145387000.0
Nevada,2014,January,2014-01-01,952704000.0
Nevada,2014,February,2014-02-01,916086000.0
Nevada,2014,March,2014-03-01,951245000.0
Nevada,2014,April,2014-04-01,897925000.0
Nevada,2014,May,2014-05-01,1003548000.0
Nevada,2014,June,2014-06-01,830940000.0
Nevada,2014,July,2014-07-01,922887000.0
Nevada,2014,August,2014-08-01,908240000.0
Nevada,2014,September,2014-09-01,916350000.0
Nevada,2014,October,2014-10-01,887578000.0
Nevada,2014,November,2014-11-01,944266000.0
Nevada,2014,December,2014-12-01,982061000.0
Nevada,2014,YTD Total,,11113830000.0
Nevada,2015,January,2015-01-01,952704000.0
Nevada,2015,February,2015-02-01,916086000.0
Nevada,2015,March,2015-03-01,951245000.0
Nevada,2015,April,2015-04-01,897925000.0
Nevada,2015,May,2015-05-01,1003548000.0
Nevada,2015,June,2015-06-01,830940000.0
Nevada,2015,July,2015-07-01,922887000.0
Nevada,2015,August,2015-08-01,908240000.0
Nevada,2015,September,2015-09-01,916350000.0
Nevada,2015,October,2015-10-01,887578000.0
Nevada,2015,November,2015-11-01,944266000.0
Nevada,2015,December,2015-12-01,982061000.0
Nevada,2015,YTD Total,,11113830000.0
Nevada,2016,January,2016-01-01,925316000.0
Nevada,2016,February,2016-02-01,989819000.0
Nevada,2016,March,2016-03-01,922272000.0
Nevada,2016,April,2016-04-01,876071000.0
Nevada,2016,May,2016-05-01,958056000.0
Nevada,2016,June,2016-06-01,887414000.0
Nevada,2016,July,2016-07-01,1015015000.0
Nevada,2016,August,2016-08-01,860696000.0
Nevada,2016,September,2016-09-01,948962000.0
Nevada,2016,October,2016-10-01,986203000.0
Nevada,2016,November,2016-11-01,930425000.0
Nevada,2016,December,2016-12-01,956095000.0
Nevada,2016,YTD Total,,11256344000.0
Nevada,2017,January,2017-01-01,1036265000.0
Nevada,2017,February,2017-02-01,945598000.0
Nevada,2017,March,2017-03-01,991023000.0
Nevada,2017,April,2017-04-01,886529000.0
Nevada,2017,May,2017-05-01,991605000.0
Nevada,2017,June,2017-06-01,895427000.0
Nevada,2017,July,2017-07-01,997973000.0
Nevada,2017,August,2017-08-01,989511000.0
Nevada,2017,September,2017-09-01,979860000.0
Nevada,2017,October,2017-10-01,988744000.0
Nevada,2017,November,2017-11-01,909007000.0
Nevada,2017,December,2017-12-01,960384000.0
Nevada,2017,YTD Total,,11571926000.0
Nevada,2018,January,2018-01-01,1009371000.0
Nevada,2018,February,2018-02-01,1017914000.0
Nevada,2018,March,2018-03-01,1024317000.0
Nevada,2018,April,2018-04-01,953699000.0
Nevada,2018,May,2018-05-01,1044080000.0
Nevada,2018,June,2018-06-01,933004000.0
Nevada,2018,July,2018-07-01,996440000.0
Nevada,2018,August,2018-08-01,912981000.0
Nevada,2018,September,2018-09-01,991222000.0
Nevada,2018,October,2018-10-01,1062796000.0
Nevada,2018,November,2018-11-01,967169000.0
Nevada,2018,December,2018-12-01,999665000.0
Nevada,2018,YTD Total,,11912658000.0
Nevada,2019,January,2019-01-01,984527000.0
Nevada,2019,February,2019-02-01,1011539000.0
Nevada,2019,March,2019-03-01,1022975000.0
Nevada,2019,April,2019-04-01,936479000.0
Nevada,2019,May,2019-05-01,981842000.0
Nevada,2019,June,2019-06-01,1040994000.0
Nevada,2019,July,2019-07-01,1023950000.0
Nevada,2019,August,2019-08-01,952404000.0
Nevada,2019,September,2019-09-01,1059291000.0
Nevada,2019,October,2019-10-01,1021910000.0
Nevada,2019,November,2019-11-01,937472000.0
Nevada,2019,December,2019-12-01,1057603000.0
Nevada,2019,YTD Total,,12030986000.0
Nevada,2020,January,2020-01-01,984527000.0
Nevada,2020,February,2020-02-01,1011539000.0
Nevada,2020,March,2020-03-01,1022975000.0
Nevada,2020,April,2020-04-01,936479000.0
Nevada,2020,May,2020-05-01,981842000.0
Nevada,2020,June,2020-06-01,1040994000.0
Nevada,2020,July,2020-07-01,1023950000.0
Nevada,2020,August,2020-08-01,952404000.0
Nevada,2020,September,2020-09-01,1059291000.0
Nevada,2020,October,2020-10-01,1021910000.0
Nevada,2020,November,2020-11-01,937472000.0
Nevada,2020,December,2020-12-01,1057603000.0
Nevada,2020,YTD Total,,12030986000.0
Nevada,2021,January,2021-01-01,761848000.0
Nevada,2021,February,2021-02-01,772408000.0
Nevada,2021,March,2021-03-01,1066980000.0
Nevada,2021,April,2021-04-01,1039445000.0
Nevada,2021,May,2021-05-01,1230166000.0
Nevada,2021,June,2021-06-01,1193426000.0
Nevada,2021,July,2021-07-01,1359876000.0
Nevada,2021,August,2021-08-01,1165802000.0
Nevada,2021,September,2021-09-01,1158168000.0
Nevada,2021,October,2021-10-01,1221410000.0
Nevada,2021,November,2021-11-01,1321625000.0
Nevada,2021,December,2021-12-01,1150170000.0
Nevada,2021,YTD Total,,13441324000.0
Nevada,2022,January,2022-01-01,1078761000.0
Nevada,2022,February,2022-02-01,1113148000.0
Nevada,2022,March,2022-03-01,1355230000.0
Nevada,2022,April,2022-04-01,1128481000.0
Nevada,2022,May,2022-05-01,1300066000.0
Nevada,2022,June,2022-06-01,1277068000.0
Nevada,2022,July,2022-07-01,1315988000.0
Nevada,2022,August,2022-08-01,1208505000.0
Nevada,2022,September,2022-09-01,1248849000.0
Nevada,2022,October,2022-10-01,1280704000.0
Nevada,2022,November,2022-11-01,1220870000.0
Nevada,2022,December,2022-12-01,1314479000.0
Nevada,2022,YTD Total,,14842149000.0
Nevada,2023,January,2023-01-01,1272955000.0
Nevada,2023,February,2023-02-01,1237273000.0
Nevada,2023,March,2023-03-01,1312090000.0
Nevada,2023,April,2023-04-01,1159752000.0
Nevada,2023,May,2023-05-01,1289037000.0
Nevada,2023,June,2023-06-01,1245815000.0
Nevada,2023,July,2023-07-01,1403951000.0
Nevada,2023,August,2023-08-01,1209316000.0
Nevada,2023,September,2023-09-01,1270598000.0
Nevada,2023,October,2023-10-01,1315114000.0
Nevada,2023,November,2023-11-01,1374350000.0
Nevada,2023,December,2023-12-01,1432633000.0
Nevada,2023,YTD Total,,15522884000.0
Nevada,2024,January,2024-01-01,1279419000.0
Nevada,2024,February,2024-02-01,1342192000.0
Nevada,2024,March,2024-03-01,1290407000.0
Nevada,2024,April,2024-04-01,1240195000.0
Nevada,2024,May,2024-05-01,1320410000.0
Nevada,2024,June,2024-06-01,1286686000.0
Nevada,2024,July,2024-07-01,1306787000.0
Nevada,2024,August,2024-08-01,1163739000.0
Nevada,2024,September,2024-09-01,1312902000.0
Nevada,2024,YTD Total,,11542737000.0
New Jersey,2012,January,2012-01-01,236916040.0
New Jersey,2012,February,2012-02-01,242707650.0
New Jersey,2012,March,2012-03-01,266540293.0
New Jersey,2012,April,2012-04-01,259938703.0
New Jersey,2012,May,2012-05-01,263008778.0
New Jersey,2012,June,2012-06-01,274683784.0
New Jersey,2012,July,2012-07-01,308249811.0
New Jersey,2012,August,2012-08-01,313930242.0
New Jersey,2012,September,2012-09-01,275950700.0
New Jersey,2012,October,2012-10-01,209390194.0
New Jersey,2012,November,2012-11-01,176582418.0
New Jersey,2012,December,2012-12-01,223538567.0
New Jersey,2012,YTD Total,,3051437180.0
New Jersey,2013,January,2013-01-01,205556907.0
New Jersey,2013,February,2013-02-01,212329483.0
New Jersey,2013,March,2013-03-01,238517749.0
New Jersey,2013,April,2013-04-01,228534566.0
New Jersey,2013,May,2013-05-01,253112103.0
New Jersey,2013,June,2013-06-01,240209550.0
New Jersey,2013,July,2013-07-01,297164382.0
New Jersey,2013,August,2013-08-01,298106046.0
New Jersey,2013,September,2013-09-01,240229538.0
New Jersey,2013,October,2013-10-01,216872704.0
New Jersey,2013,November,2013-11-01,224685515.0
New Jersey,2013,December,2013-12-01,207107665.0
New Jersey,2013,YTD Total,,2862426208.0
New Jersey,2014,January,2014-01-01,197550757.0
New Jersey,2014,February,2014-02-01,178445634.0
New Jersey,2014,March,2014-03-01,190713278.0
New Jersey,2014,April,2014-04-01,198960290.0
New Jersey,2014,May,2014-05-01,221080445.0
New Jersey,2014,June,2014-06-01,216535040.0
New Jersey,2014,July,2014-07-01,257503179.0
New Jersey,2014,August,2014-08-01,258581174.0
New Jersey,2014,September,2014-09-01,230125081.0
New Jersey,2014,October,2014-10-01,204460877.0
New Jersey,2014,November,2014-11-01,191113734.0
New Jersey,2014,December,2014-12-01,191659901.0
New Jersey,2014,YTD Total,,2536729390.0
New Jersey,2015,January,2015-01-01,197550757.0
New Jersey,2015,February,2015-02-01,178445634.0
New Jersey,2015,March,2015-03-01,190713278.0
New Jersey,2015,April,2015-04-01,198960290.0
New Jersey,2015,May,2015-05-01,221080445.0
New Jersey,2015,June,2015-06-01,216535040.0
New Jersey,2015,July,2015-07-01,257503179.0
New Jersey,2015,August,2015-08-01,258581174.0
New Jersey,2015,September,2015-09-01,230125081.0
New Jersey,2015,October,2015-10-01,204460877.0
New Jersey,2015,November,2015-11-01,191113734.0
New Jersey,2015,December,2015-12-01,191659901.0
New Jersey,2015,YTD Total,,2536729390.0
New Jersey,2016,January,2016-01-01,190131323.0
New Jersey,2016,February,2016-02-01,204717179.0
New Jersey,2016,March,2016-03-01,187463591.0
New Jersey,2016,April,2016-04-01,215028698.0
New Jersey,2016,May,2016-05-01,202028395.0
New Jersey,2016,June,2016-06-01,197493766.0
New Jersey,2016,July,2016-07-01,275284366.0
New Jersey,2016,August,2016-08-01,245861385.0
New Jersey,2016,September,2016-09-01,226610114.0
New Jersey,2016,October,2016-10-01,203034795.0
New Jersey,2016,November,2016-11-01,180115806.0
New Jersey,2016,December,2016-12-01,208080392.0
New Jersey,2016,YTD Total,,2535849810.0
New Jersey,2017,January,2017-01-01,204682681.0
New Jersey,2017,February,2017-02-01,205364455.0
New Jersey,2017,March,2017-03-01,221858889.0
New Jersey,2017,April,2017-04-01,211688640.0
New Jersey,2017,May,2017-05-01,229398885.0
New Jersey,2017,June,2017-06-01,217722183.0
New Jersey,2017,July,2017-07-01,267852684.0
New Jersey,2017,August,2017-08-01,244837014.0
New Jersey,2017,September,2017-09-01,223558135.0
New Jersey,2017,October,2017-10-01,206386081.0
New Jersey,2017,November,2017-11-01,206435265.0
New Jersey,2017,December,2017-12-01,206992988.0
New Jersey,2017,YTD Total,,2646777900.0
New Jersey,2018,January,2018-01-01,184313008.0
New Jersey,2018,February,2018-02-01,192056722.0
New Jersey,2018,March,2018-03-01,218497615.0
New Jersey,2018,April,2018-04-01,214435549.0
New Jersey,2018,May,2018-05-01,217696930.0
New Jersey,2018,June,2018-06-01,233639250.0
New Jersey,2018,July,2018-07-01,298218889.0
New Jersey,2018,August,2018-08-01,294743362.0
New Jersey,2018,September,2018-09-01,257715534.0
New Jersey,2018,October,2018-10-01,239087631.0
New Jersey,2018,November,2018-11-01,236128952.0
New Jersey,2018,December,2018-12-01,258663271.0
New Jersey,2018,YTD Total,,2845196713.0
New Jersey,2019,January,2019-01-01,229521272.0
New Jersey,2019,February,2019-02-01,241170792.0
New Jersey,2019,March,2019-03-01,293967694.0
New Jersey,2019,April,2019-04-01,265381245.0
New Jersey,2019,May,2019-05-01,276772655.0
New Jersey,2019,June,2019-06-01,287156541.0
New Jersey,2019,July,2019-07-01,334386358.0
New Jersey,2019,August,2019-08-01,341711910.0
New Jersey,2019,September,2019-09-01,302918665.0
New Jersey,2019,October,2019-10-01,293865890.0
New Jersey,2019,November,2019-11-01,305977174.0
New Jersey,2019,December,2019-12-01,287547068.0
New Jersey,2019,YTD Total,,3460377264.0
New Jersey,2020,January,2020-01-01,229521272.0
New Jersey,2020,February,2020-02-01,241170792.0
New Jersey,2020,March,2020-03-01,293967694.0
New Jersey,2020,April,2020-04-01,265381245.0
New Jersey,2020,May,2020-05-01,276772655.0
New Jersey,2020,June,2020-06-01,287156541.0
New Jersey,2020,July,2020-07-01,334386358.0
New Jersey,2020,August,2020-08-01,341711910.0
New Jersey,2020,September,2020-09-01,302918665.0
New Jersey,2020,October,2020-10-01,293865890.0
New Jersey,2020,November,2020-11-01,305977174.0
New Jersey,2020,December,2020-12-01,287547068.0
New Jersey,2020,YTD Total,,3460377264.0
New Jersey,2021,January,2021-01-01,346152218.0
New Jersey,2021,February,2021-02-01,288264651.0
New Jersey,2021,March,2021-03-01,359298260.0
New Jersey,2021,April,2021-04-01,352210213.0
New Jersey,2021,May,2021-05-01,374211480.0
New Jersey,2021,June,2021-06-01,392842734.0
New Jersey,2021,July,2021-07-01,450551514.0
New Jersey,2021,August,2021-08-01,427657785.0
New Jersey,2021,September,2021-09-01,453560088.0
New Jersey,2021,October,2021-10-01,475091793.0
New Jersey,2021,November,2021-11-01,439628969.0
New Jersey,2021,December,2021-12-01,404080107.0
New Jersey,2021,YTD Total,,4763549812.0
New Jersey,2022,January,2022-01-01,380483589.0
New Jersey,2022,February,2022-02-01,373268328.0
New Jersey,2022,March,2022-03-01,423670369.0
New Jersey,2022,April,2022-04-01,422519791.0
New Jersey,2022,May,2022-05-01,430494080.0
New Jersey,2022,June,2022-06-01,401526864.0
New Jersey,2022,July,2022-07-01,480699282.0
New Jersey,2022,August,2022-08-01,470686431.0
New Jersey,2022,September,2022-09-01,484964422.0
New Jersey,2022,October,2022-10-01,470220889.0
New Jersey,2022,November,2022-11-01,441121802.0
New Jersey,2022,December,2022-12-01,454788511.0
New Jersey,2022,YTD Total,,5234444358.0
New Jersey,2023,January,2023-01-01,431731651.0
New Jersey,2023,February,2023-02-01,412182678.0
New Jersey,2023,March,2023-03-01,487399553.0
New Jersey,2023,April,2023-04-01,462715403.0
New Jersey,2023,May,2023-05-01,470924014.0
New Jersey,2023,June,2023-06-01,457210059.0
New Jersey,2023,July,2023-07-01,506155257.0
New Jersey,2023,August,2023-08-01,531601219.0
New Jersey,2023,September,2023-09-01,521126347.0
New Jersey,2023,October,2023-10-01,437138648.0
New Jersey,2023,November,2023-11-01,477990409.0
New Jersey,2023,December,2023-12-01,522184530.0
New Jersey,2023,YTD Total,,5718359768.0
New Jersey,2024,January,2024-01-01,558747243.0
New Jersey,2024,February,2024-02-01,461485305.0
New Jersey,2024,March,2024-03-01,526643474.0
New Jersey,2024,April,2024-04-01,510941009.0
New Jersey,2024,May,2024-05-01,509954944.0
New Jersey,2024,June,2024-06-01,491001445.0
New Jersey,2024,July,2024-07-01,547751334.0
New Jersey,2024,August,2024-08-01,555144638.0
New Jersey,2024,September,2024-09-01,558286758.0
New Jersey,2024,YTD Total,,4719956150.0
New Mexico,2012,January,2012-01-01,21066935.0
New Mexico,2012,February,2012-02-01,22533957.0
New Mexico,2012,March,2012-03-01,23629969.0
New Mexico,2012,April,2012-04-01,21199331.0
New Mexico,2012,May,2012-05-01,21655935.0
New Mexico,2012,June,2012-06-01,20394252.0
New Mexico,2012,July,2012-07-01,21047159.0
New Mexico,2012,August,2012-08-01,20782329.0
New Mexico,2012,September,2012-09-01,20948641.0
New Mexico,2012,October,2012-10-01,18939978.0
New Mexico,2012,November,2012-11-01,19257490.0
New Mexico,2012,December,2012-12-01,20740959.0
New Mexico,2012,YTD Total,,252196935.0
New Mexico,2013,January,2013-01-01,19367424.0
New Mexico,2013,February,2013-02-01,20323046.0
New Mexico,2013,March,2013-03-01,23799905.0
New Mexico,2013,April,2013-04-01,20485565.0
New Mexico,2013,May,2013-05-01,21423312.0
New Mexico,2013,June,2013-06-01,19640073.0
New Mexico,2013,July,2013-07-01,21162925.0
New Mexico,2013,August,2013-08-01,23458236.0
New Mexico,2013,September,2013-09-01,20775462.0
New Mexico,2013,October,2013-10-01,20017947.0
New Mexico,2013,November,2013-11-01,20785618.0
New Mexico,2013,December,2013-12-01,21082227.0
New Mexico,2013,YTD Total,,252321740.0
New Mexico,2014,January,2014-01-01,22184931.0
New Mexico,2014,February,2014-02-01,23897620.0
New Mexico,2014,March,2014-03-01,24938584.0
New Mexico,2014,April,2014-04-01,24256587.0
New Mexico,2014,May,2014-05-01,25592855.0
New Mexico,2014,June,2014-06-01,20424207.0
New Mexico,2014,July,2014-07-01,22534763.0
New Mexico,2014,August,2014-08-01,21155523.0
New Mexico,2014,September,2014-09-01,19976325.0
New Mexico,2014,October,2014-10-01,21828709.0
New Mexico,2014,November,2014-11-01,18819474.0
New Mexico,2014,December,2014-12-01,19324808.0
New Mexico,2014,YTD Total,,265959912.0
